id,name,price,stand_numbers,image_url,included_items,retail_value,distributor,price_numeric,retail_value_numeric,img_description
4937a74a-7a06-48c8-ac70-bf6bcb5a8e11,Ninja Power,$30.00,Stand Numbers: 11,"https://www.eastershow.com.au/contentassets/570ccbf40da243fb8c770e1cccdee662/ninja-power.jpg/ShowBagImage-32468927-300-300-75-0,0","['1x Ninja Backpack Holster with Swords and Knives $15.95', '1x Ninja Mask $5.95', '1x Ninja Bow and Arrow Set $15.95', '1x Ninja Axe $9.95', '1x Ninja Blow Darts $5.95', '1x Ninja Hammer Weapon $9.95', '1x Ninja Sword $2.95']",Total Retail Value: $66.65,"SHOWBAGS AUSTRALIA PTY LDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",30.0,66.65,"The image showcases a showbag that appears to be geared towards children who enjoy imaginative play and action-themed toys. The bag prominently features items related to popular characters like the Ninja Turtles, suggesting it includes action figures, accessories, or tools inspired by these characters. There's also a ""Super Shootbow"" included, indicating that there are projectile-based toys intended for playful battle. Other items in the bag appear to include utility-type play equipment, like a multi-tool or survival gadgets, designed to appeal to children interested in adventure and outdoor play. This showbag would most likely appeal to young boys aged six to twelve who are fans of adventure, action movies, and superhero themes, providing them with a variety of interactive and role-playing toys."
7a24776d-7406-474e-85ae-5de05d969471,Snickers® Regular,$6,"Stand Numbers: 1,14","https://www.eastershow.com.au/contentassets/3412dab3bcc7464eb8c47b368c382b7e/snickers-regular.jpg/ShowBagImage-26595163-300-300-75-0,0","['7x 18g SNICKERS® FUNSIZE® $0.70', '1x 16g MARS® FUNSIZE® $0.70', '1x 12g MALTESERS® FUNSIZE® $0.70']",Total Retail Value: $6.30,"HUNTER LEISURE P/LThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",6.0,6.3,"The image features a showbag that prominently displays a Snickers chocolate bar, suggesting that the contents are likely to be candy and snacks. The branding emphasizes that the bag includes Snickers' signature combination of peanuts, caramel, nougat, and milk chocolate, which indicates a focus on sweet treats. Such showbags are typically distributed at events like fairs, carnivals, or expos, where families with children are common. The appeal of this showbag would likely be to children and chocolate lovers who enjoy classic snacks. The fun and colorful promotional design of the showbag, combined with its popular candy brand, makes it an attractive purchase for those looking for indulgent, ready-to-eat treats."
c60e93f8-9321-44e5-87a1-89b04bd6a8dc,Garfield Showbag,$32,"Stand Numbers: 003, 004, 010, 012, 013, 016, 017, 018, 020","https://www.eastershow.com.au/contentassets/2043b0788b9f47d5b7159d1cd22acdf1/garfield-showbag//ShowBagImage-32468639-300-300-75-0,0","['1x Backpack $24.95', '1x Eye Mask $7.95', '1x Keyring $4.95', '1x Notebook $4.95', '1x Shoe Charms  $5.95', '1x Tech Decals  $4.95', '1x Travel Mug $9.95', '1x Socks $9.95', '1x Reusable Tote Bag  $4.95']",Total Retail Value: $78.55,"BENSONS TRADING CO PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",32.0,78.55,"The image depicts a Garfield-themed showbag, an assortment of items designed for fans of the lazy, lasagna-loving cartoon cat. The contents of this showbag appear to center around popular merchandise featuring Garfield and his sidekick, Jon Arbuckle, as well as other minor characters like Odie, the dog. Items included seem to focus on fun and lively accessories, such as a tote bag and a keychain, both prominently featuring Garfield's iconic image. You can also see stickers, a pencil case with Garfield's comic-style art, and a plush stuffed toy, suggesting a variety of collectibles and practical items. This showbag would appeal primarily to young cartoon enthusiasts, families with kids who enjoy Garfield comics or shows, and collectors of themed merchandise who appreciate the nostalgic and humorous qualities of the Garfield series."
a4ab1dad-4f53-4bd5-a99f-5a3e45831e66,Jujutsu Kaisen Showbag,$32,"Stand Numbers: 003, 004, 010, 012, 013, 016, 017, 018, 020","https://www.eastershow.com.au/contentassets/9aea3f3327854dc0b4ab29a04f5245ce/jujutsu-kaisen-showbag//ShowBagImage-32468650-300-300-75-0,0","['1x Acrylic Figurine (Assorted) $9.95', '1x Badges $4.95', '1x Bucket Hat $9.95', '1x Desk Mat $12.95', '1x Drink Bottle $9.95', '1x Keyring (Assorted) $4.95', '1x Notebook $4.95', '1x Tech Decals  $4.95', '1x Pen Set $5.95', '1x Wallet $7.95', '1x Wristbands $7.95', '1x Reusable Tote Bag $4.95']",Total Retail Value: $89.40,"BENSONS TRADING CO PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",32.0,89.4,"The image displays a showbag themed around the popular anime series ""Jujutsu Kaisen."" The contents of the bag appear to include a variety of merchandise that would be attractive to fans of the show. Among the items, there is a reversible top hat featuring frames with distinctive symbols and patterns, various keychains and pendants that likely resemble characters or symbols from the series, and multiple sets of character cards or posters showcasing main characters such as Yuji Itadori and Satoru Gojo. There are also manga volumes and promotional materials associated with ""Jujutsu Kaisen."" Additionally, the bag itself is vibrant and multicolored, with prominent designs that are reminiscent of the series' aesthetic. This showbag would likely appeal to anime enthusiasts, particularly those who are fans of ""Jujutsu Kaisen,"" as well as collectors of adventure-themed or supernatural-themed merchandise. Those who enjoy predominantly action-packed, supernatural narratives will find this showbag particularly enticing."
2452bc28-ea7a-4d5e-8009-ad501dd2a090,Wizz Fizz Monster Munch Chocolate Bag,$5,"Stand Numbers: 1,2,15","https://www.eastershow.com.au/contentassets/5965812be8d84d9c9d5a9aea61a6e94e/wizz-fizz-monster-munch-chocolate-bag//ShowBagImage-31204818-300-300-75-0,0","['1x 15g Monster Munch Sour Tongue $0.80', '1x 15g Monster Munch Sherbet Popz $0.80', '1x 15g Monster Munch Green Slime $0.80', '1x 15g Monster Munch Crazy Caramel $0.80', '1x 15g Monster Munch Glitter Ball $0.80', '1x Wizz Fizz Inflatable Hammer $3.00']",Total Retail Value: $7.00,"HUNTER LEISURE P/LThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",5.0,7.0,"The image shows a Wizz Fizz Chocolate Monsters showbag, which is typically designed to appeal to children, particularly those who enjoy fun and colorful characters, as well as sweet treats. This showbag likely contains an assortment of chocolates and sweets themed around the Charлью Monsters characters. The packaging features various monster characters with vibrant colors and playful expressions, hinting at the fun and whimsical nature of the contents inside. Young fans of animated series featuring monsters would probably find this showbag particularly attractive. The bag itself is brightly colored with an orange and yellow color scheme, suggesting it is geared towards a lively and energetic audience. Overall, this showbag is ideal for youngsters looking for an exciting collection of chocolates and monsters-themed goodies and would be a popular choice at events like fairs or parties."
88480d07-c318-4c67-8bd2-26c8bdeb4b10,Wizz Fizz  $3 Chocolate Bag,$3,"Stand Numbers: 1,2,14","https://www.eastershow.com.au/contentassets/dc7d183fae834ccc8662040d956c18fd/wizz-fizz--sour-bag//ShowBagImage-32145560-300-300-75-0,0","['1x 15g Wizz Fizz Monster Munch Sherbet Popz Chocolate $0.70', '1x 15g Wizz Fizz Monster Munch Blue Tongue Bubblegum Chocolate $0.70', '1x 15g Wizz Fizz Monster Munch Pine Lime Slime Chocolate $0.70', '1x 15g Wizz Fizz Monster Munch Crazy Caramel Chocolate $0.70', '1x Wizz Fizz Sherbet $1.00']",Total Retail Value: $3.80,"HUNTER LEISURE P/LThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",3.0,3.8,"The image depicts a ""Wizz Fizz Chocolate Monsters"" showbag, which is likely a themed collection of items centered around fun and whimsical characters. This type of showbag generally includes chocolates and sweets that are bright, colorful, and shaped like cartoonish monsters. The branding on the bag implies that the characters involved are likely animated and friendly, adding an element of entertainment for children. The types of chocolates could range from monster-shaped lollipops to fruit-scented candies and other various sweets that kids enjoy. This showbag is likely to appeal to young children, perhaps aged between 5 and 12, who enjoy playful and quirky characters, as well as candy lovers who might want a variety of different sweet treats to sample. The packaging appearance is vivid and engaging, designed to attract the attention of young consumers and make the unboxing experience exciting."
0eda0776-2eae-45e7-ba8f-baef5a310bc1,Bertie Triple Deal Showbags,$20,Stand Numbers: 9,"https://www.eastershow.com.au/contentassets/8a07f5648fab43dc8622127ceeb0b6a0/bertie-triple-deal-showbags//ShowBagImage-32145384-300-300-75-0,0","['1x Bertie Beetle Blue Showbag containing 5 x Bertie Beetle 10g and 2 x Kit Kat 14g  $11.20', '2x Bertie Beetle Gold Showbag containing 11 x Bertie Beetle 10g  $4.40', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $20.00,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",20.0,20.0,"The image presented features several showbags prominently labeled ""Bertie Beetle"" with colorful designs and illustrations of a character. The bags appear to be filled primarily with packets of Bertie Beetles, a popular Australian lolly that consists of malted milk balls coated in chocolate and colorful candy shell. The bags are divided into three colors: brown, blue, and brown again, each labeled with the same Bertie Beetle character. Alongside Bertie Beetles, the showbags seem to include packs of other well-known sweet treats like Red Sko tolls, indicating an assortment of retro and modern confectionery.

These types of showbags typically appeal to children and young teens who enjoy candy and nostalgic treats. Bertie Beetles have been a favorite in Australia for decades, making these showbags a hit with families and individuals who reminisce about classic sweets. Additionally, the colorful branding and classic candy inside would likely attract fans of retro candy and those who are looking for a fun, nostalgic burst of flavor. The showbags are also perfect for birthday parties, school events, or any occasion where children are present and a fun, sweet treat is desired. 

The vibrant packaging and fun characters on the bags add to their appeal, making it easy for kids to pick them out and look forward to opening them to indulge in the assortment of treats inside."
41c78517-6b48-4e8f-95f9-d4b8dded854e,BIG Smarties Showbag,$22,Stand Numbers: 9,"https://www.eastershow.com.au/contentassets/58a262302b094299b54bd407ac97b123/big-smarties-showbag//ShowBagImage-32145405-300-300-75-0,0","['1x Smarties Hanging Bag 160g $6.00', '1x Smarties Fun Pack 127g $8.80', '4x Bertie Beetle 10g $0.95', '1x  Your Choice of: 1 x Aero Milk Chocolate Block 160g OR 1 x Smarties Chocolate block 170g $8.10', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $26.70,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",22.0,26.7,"The image showcases a vibrant and colorful showbag prominently featuring the iconic Smarties brand. This showbag likely contains an assortment of individually packed items, including various flavored Smarties tubes, mixers (small smarties packets that include additional little-candies) and candy-filled items that reflect the brand's cheerful and playful nature. The blue bag with colorful spotted patterns evokes a sense of fun and joy, making it a popular choice for children and candy enthusiasts. Fans of Nestle's Smarties, as well as those who enjoy brightly packaged, mix of sweet and tangy treats, would find this showbag particularly appealing. It is ideal for parties, events, or as a special treat for kids who love collecting and enjoying sweet confections."
f97bc114-5c70-4dfb-b17c-ed2a9d394a31,CommBank Matildas Showbag,$32,Stand Numbers: 7,"https://www.eastershow.com.au/contentassets/b90a8054b5dd42a29551bdb5ab1561fe/commbank-matildas-showbag//ShowBagImage-32145426-300-300-75-0,0","['1x CommBank Matildas Laminated Bag $8.00', '1x CommBank Matildas Soccer Ball $36.00', '1x CommBank Matildas Wrist Band $3.00', '1x CommBank Matildas Drink Bottle $15.00', '1x CommBank Matildas Keyring $6.00', '1x CommBank Matildas Scarf $25.00', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $93.00,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",32.0,93.0,"The image showcases a showbag branded with ""Matildas,"" the nickname for the Australian women's national soccer team. This type of showbag is likely packed with a variety of correlating merchandise. The contents include a yellow and green soccer ball featuring the Australian team’s logo, a water bottle, a scarf, keychain, tote bag, and a wristband. The logo of CommBank (Commonwealth Bank) is prominently displayed, suggesting sponsorship.

This showbag would be highly appealing to soccer fans, particularly those who support the Australian women's national team. It’s perfect for young athletes, sports enthusiasts, and anyone interested in promoting gender equality in sports. Additionally, fans attending matches or soccer-related events would likely enjoy collecting and displaying these team-themed items. The inclusion of practical items like a water bottle and tote bag also makes it a useful and memorable gift for fans of any age."
3b6ef280-d193-4991-9d97-43fcc0b6fb66,Extreme-o Mega Sour Showbag,$19,Stand Numbers: 8,"https://www.eastershow.com.au/contentassets/9400edeace454da3aab5a8d7bfb89949/extreme-o-mega-sour-showbag//ShowBagImage-32145457-300-300-75-0,0","['2x Zombie Chew Watermelon Flavour $1.49', '1x Wicked fizz Theatre Box 105g $4.99', '1x Extreme Sour Hard Candy DRC $2.90', '1x  Warheads Sour Jelly Beans 150g $4.50', '2x X-Treme Sour Tubes $1.99', '1x  Warheads All Mixed Up 150g $3.50', '1x Sour Soda $3.10', '*Please note: Contents may vary check at time of purchase.']",Total Retail Value: $25.95,"NATIONAL SHOWBAGS PTY LTDThe content of this bag is subject to availability and may change without notice. The Royal Agricultural Society of NSW accepts no liability, to a maximum extent permissible by law, arising from any fault or defect in any showbag content.",19.0,25.95,"The image showcases an ""Extreme Mega Sour Showbag,"" which appears to be filled with a variety of highly-colored, individually-wrapped lollies and treats. The contents include recognizable brands such as Wizz Fizz, Spiralla, Tazzies, and Push Pops, among others, which are all known for their intensely sour flavors and vivid packaging designed to attract attention. Various shapes and sizes of candies and chocolates suggest a rich variety within the bag, catering to different taste preferences. Personally designed for children and candy enthusiasts who enjoy zesty, tangy sweets, this showbag is the perfect treat for parties, fairs, or as a fun gift for someone who loves trying an assortment of extreme sour confections."
